id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
78,稲城市,稲城市長峰1丁目,129,,137,,169,,129,,298,,862
79,稲城市,稲城市長峰2丁目,295,,216,,91,,29,,293,,924
80,稲城市,稲城市長峰3丁目,236,,256,,61,,151,,234,,938
81,稲城市,稲城市長峰,241,,286,,206,,203,,121,,1057
82,稲城市,稲城市東長沼,94,,50,,235,,178,,233,,790
83,稲城市,稲城市百村,11,,259,,274,,102,,122,,768
84,稲城市,稲城市平尾1丁目,120,,230,,69,,236,,2,,657
85,稲城市,稲城市平尾2丁目,250,,226,,14,,206,,139,,835
86,稲城市,稲城市平尾3丁目,106,,16,,129,,101,,227,,579
87,稲城市,稲城市平尾4丁目,281,,210,,132,,118,,102,,843
88,稲城市,稲城市平尾,157,,0,,29,,170,,129,,485
89,稲城市,稲城市矢野口,266,,71,,3,,277,,183,,800
90,羽村市,羽村市羽,101,,195,,257,,48,,229,,830
91,羽村市,羽村市羽加美1丁目,10,,127,,37,,26,,173,,373
92,羽村市,羽村市羽加美2丁目,166,,28,,269,,104,,280,,847
93,羽村市,羽村市羽加美3丁目,136,,84,,57,,48,,79,,404
94,羽村市,羽村市羽加美4丁目,71,,102,,181,,224,,139,,717
95,羽村市,羽村市羽加美,185,,182,,279,,192,,116,,954
96,羽村市,羽村市羽西1丁目,123,,84,,205,,254,,158,,824
97,羽村市,羽村市羽西2丁目,89,,199,,238,,254,,243,,1023
98,羽村市,羽村市羽西3丁目,132,,219,,15,,257,,297,,920
99,羽村市,羽村市羽西,3,,247,,175,,19,,35,,479
100,羽村市,羽村市羽中1丁目,63,,6,,271,,117,,60,,517
101,羽村市,羽村市羽中2丁目,242,,274,,44,,197,,0,,757
102,羽村市,羽村市羽中3丁目,88,,55,,214,,165,,133,,655
103,羽村市,羽村市羽中4丁目,188,,282,,178,,283,,7,,938
104,羽村市,羽村市羽中,190,,7,,32,,292,,48,,569
105,羽村市,羽村市羽東1丁目,226,,29,,108,,141,,234,,738
106,羽村市,羽村市羽東2丁目,226,,189,,107,,269,,93,,884
107,羽村市,羽村市羽東3丁目,104,,135,,179,,73,,155,,646
108,羽村市,羽村市羽東,121,,83,,164,,172,,247,,787
109,羽村市,羽村市栄町1丁目,115,,215,,32,,220,,200,,782
110,羽村市,羽村市栄町2丁目,140,,201,,11,,57,,152,,561
111,羽村市,羽村市栄町3丁目,125,,227,,94,,31,,146,,623
112,羽村市,羽村市栄町,244,,47,,99,,95,,11,,496
113,羽村市,羽村市玉川1丁目,40,,39,,189,,117,,131,,516
114,羽村市,羽村市玉川2丁目,166,,266,,283,,34,,100,,849
115,羽村市,羽村市玉川,86,,275,,148,,142,,209,,860
116,羽村市,羽村市五ノ神1丁目,135,,282,,10,,79,,195,,701
117,羽村市,羽村市五ノ神2丁目,197,,75,,176,,279,,282,,1009
118,羽村市,羽村市五ノ神3丁目,50,,227,,116,,179,,275,,847
119,羽村市,羽村市五ノ神4丁目,192,,39,,19,,204,,271,,725
120,羽村市,羽村市五ノ神,156,,53,,90,,59,,37,,395
121,羽村市,羽村市小作台1丁目,106,,124,,192,,21,,130,,573
122,羽村市,羽村市小作台2丁目,179,,276,,266,,53,,155,,929
123,羽村市,羽村市小作台3丁目,60,,265,,5,,60,,218,,608
124,羽村市,羽村市小作台4丁目,271,,67,,207,,188,,64,,797
125,羽村市,羽村市小作台5丁目,19,,271,,101,,94,,53,,538
126,羽村市,羽村市小作台,299,,209,,277,,167,,109,,1061
127,羽村市,羽村市神明台1丁目,230,,98,,105,,5,,300,,738
128,羽村市,羽村市神明台2丁目,247,,248,,103,,91,,240,,929
129,羽村市,羽村市神明台3丁目,297,,201,,5,,158,,131,,792
130,羽村市,羽村市神明台4丁目,7,,204,,126,,166,,225,,728
131,羽村市,羽村市神明台,91,,117,,240,,82,,223,,753
132,羽村市,羽村市川崎1丁目,126,,44,,63,,283,,251,,767
133,羽村市,羽村市川崎2丁目,180,,168,,110,,137,,188,,783
134,羽村市,羽村市川崎3丁目,209,,250,,37,,63,,293,,852
135,羽村市,羽村市川崎4丁目,280,,218,,289,,21,,213,,1021
136,羽村市,羽村市川崎,214,,244,,154,,156,,26,,794
137,羽村市,羽村市双葉町1丁目,231,,103,,92,,39,,219,,684
138,羽村市,羽村市双葉町2丁目,86,,38,,285,,278,,182,,869
139,羽村市,羽村市双葉町3丁目,285,,181,,259,,217,,280,,1222
140,羽村市,羽村市双葉町,151,,132,,254,,152,,204,,893
141,羽村市,羽村市富士見平1丁目,297,,236,,19,,256,,212,,1020
142,羽村市,羽村市富士見平2丁目,286,,249,,80,,119,,186,,920
143,羽村市,羽村市富士見平3丁目,72,,153,,0,,271,,158,,654
144,羽村市,羽村市富士見平,140,,27,,253,,158,,239,,817
145,羽村市,羽村市緑ケ丘1丁目,37,,18,,57,,199,,68,,379
146,羽村市,羽村市緑ケ丘2丁目,208,,225,,117,,19,,191,,760
147,羽村市,羽村市緑ケ丘3丁目,227,,91,,92,,184,,176,,770
148,羽村市,羽村市緑ケ丘4丁目,103,,111,,161,,184,,234,,793
149,羽村市,羽村市緑ケ丘5丁目,291,,203,,197,,273,,164,,1128
150,羽村市,羽村市緑ケ丘,207,,150,,22,,23,,30,,432
151,葛飾区,葛飾区お花茶屋1丁目,269,,162,,183,,71,,262,,947
152,葛飾区,葛飾区お花茶屋2丁目,106,,143,,220,,256,,218,,943
153,葛飾区,葛飾区お花茶屋3丁目,93,,102,,22,,257,,37,,511
154,葛飾区,葛飾区お花茶屋,166,,104,,192,,100,,110,,672
155,葛飾区,葛飾区奥戸1丁目,62,,173,,197,,108,,188,,728
156,葛飾区,葛飾区奥戸2丁目,79,,124,,126,,126,,69,,524
157,葛飾区,葛飾区奥戸3丁目,67,,24,,163,,295,,35,,584
158,葛飾区,葛飾区奥戸4丁目,20,,231,,148,,15,,292,,706
159,葛飾区,葛飾区奥戸5丁目,276,,22,,257,,140,,264,,959
160,葛飾区,葛飾区奥戸6丁目,71,,191,,294,,90,,65,,711
161,葛飾区,葛飾区奥戸7丁目,257,,76,,182,,28,,202,,745
162,葛飾区,葛飾区奥戸8丁目,8,,243,,49,,97,,286,,683
163,葛飾区,葛飾区奥戸9丁目,136,,146,,163,,46,,27,,518
164,葛飾区,葛飾区奥戸,138,,271,,87,,207,,5,,708
165,葛飾区,葛飾区鎌倉1丁目,257,,291,,75,,41,,182,,846
166,葛飾区,葛飾区鎌倉2丁目,95,,126,,206,,210,,10,,647
167,葛飾区,葛飾区鎌倉3丁目,100,,43,,207,,283,,94,,727
168,葛飾区,葛飾区鎌倉4丁目,280,,228,,28,,264,,206,,1006
169,葛飾区,葛飾区鎌倉,115,,297,,15,,299,,259,,985
170,葛飾区,葛飾区亀有1丁目,33,,180,,11,,104,,178,,506
171,葛飾区,葛飾区亀有2丁目,135,,216,,202,,107,,133,,793
172,葛飾区,葛飾区亀有3丁目,1,,26,,247,,236,,68,,578
173,葛飾区,葛飾区亀有4丁目,168,,287,,293,,179,,271,,1198
174,葛飾区,葛飾区亀有5丁目,6,,193,,219,,142,,241,,801
175,葛飾区,葛飾区亀有,25,,233,,290,,152,,162,,862
176,葛飾区,葛飾区金町1丁目,131,,125,,296,,201,,297,,1050
177,葛飾区,葛飾区金町2丁目,290,,139,,181,,294,,300,,1204
178,葛飾区,葛飾区金町3丁目,127,,52,,282,,229,,46,,736
179,葛飾区,葛飾区金町4丁目,217,,140,,75,,295,,227,,954
180,葛飾区,葛飾区金町5丁目,109,,72,,207,,101,,169,,658
181,葛飾区,葛飾区金町6丁目,257,,117,,9,,8,,96,,487
182,葛飾区,葛飾区金町,193,,183,,186,,99,,130,,791
183,葛飾区,葛飾区金町浄水場,13,,119,,268,,162,,221,,783
184,葛飾区,葛飾区高砂1丁目,104,,120,,32,,88,,208,,552
185,葛飾区,葛飾区高砂2丁目,184,,151,,13,,46,,130,,524
186,葛飾区,葛飾区高砂3丁目,210,,175,,267,,92,,198,,942
187,葛飾区,葛飾区高砂4丁目,100,,6,,98,,207,,25,,436
188,葛飾区,葛飾区高砂5丁目,268,,224,,281,,140,,140,,1053
189,葛飾区,葛飾区高砂6丁目,296,,153,,191,,41,,290,,971
190,葛飾区,葛飾区高砂7丁目,80,,156,,151,,118,,297,,802
191,葛飾区,葛飾区高砂8丁目,262,,25,,136,,8,,248,,679
192,葛飾区,葛飾区高砂,29,,178,,199,,268,,188,,862
193,葛飾区,葛飾区細田1丁目,182,,55,,120,,19,,281,,657
194,葛飾区,葛飾区細田2丁目,39,,266,,236,,3,,157,,701
195,葛飾区,葛飾区細田3丁目,253,,268,,229,,258,,180,,1188
196,葛飾区,葛飾区細田4丁目,299,,93,,47,,163,,76,,678
197,葛飾区,葛飾区細田5丁目,127,,154,,261,,85,,98,,725
198,葛飾区,葛飾区細田,274,,263,,99,,141,,292,,1069
199,葛飾区,葛飾区四つ木1丁目,185,,157,,186,,118,,228,,874
200,葛飾区,葛飾区四つ木2丁目,244,,41,,157,,214,,80,,736
201,葛飾区,葛飾区四つ木3丁目,197,,113,,119,,33,,150,,612
202,葛飾区,葛飾区四つ木4丁目,4,,79,,4,,85,,221,,393
203,葛飾区,葛飾区四つ木5丁目,108,,112,,212,,204,,88,,724
204,葛飾区,葛飾区四つ木,297,,221,,116,,231,,296,,1161
205,葛飾区,葛飾区柴又1丁目,8,,170,,214,,298,,3,,693
206,葛飾区,葛飾区柴又2丁目,268,,274,,90,,81,,142,,855
207,葛飾区,葛飾区柴又3丁目,86,,235,,128,,30,,49,,528
208,葛飾区,葛飾区柴又4丁目,286,,131,,244,,256,,267,,1184
209,葛飾区,葛飾区柴又5丁目,56,,180,,284,,223,,165,,908
210,葛飾区,葛飾区柴又6丁目,90,,261,,192,,82,,112,,737
211,葛飾区,葛飾区柴又7丁目,0,,271,,249,,100,,99,,719
212,葛飾区,葛飾区柴又,250,,257,,218,,49,,32,,806
213,葛飾区,葛飾区小菅1丁目,96,,46,,156,,184,,225,,707
214,葛飾区,葛飾区小菅2丁目,21,,140,,229,,126,,144,,660
215,葛飾区,葛飾区小菅3丁目,250,,101,,66,,86,,145,,648
216,葛飾区,葛飾区小菅4丁目,7,,242,,136,,198,,141,,724
217,葛飾区,葛飾区小菅,72,,207,,286,,208,,243,,1016
218,葛飾区,葛飾区新宿1丁目,5,,233,,4,,186,,33,,461
219,葛飾区,葛飾区新宿2丁目,85,,186,,225,,214,,105,,815
220,葛飾区,葛飾区新宿3丁目,69,,186,,41,,204,,5,,505
221,葛飾区,葛飾区新宿4丁目,129,,64,,107,,171,,2,,473
222,葛飾区,葛飾区新宿5丁目,292,,209,,156,,179,,20,,856
223,葛飾区,葛飾区新宿6丁目,50,,273,,199,,279,,24,,825
224,葛飾区,葛飾区新宿,296,,226,,27,,246,,233,,1028
225,葛飾区,葛飾区新小岩1丁目,213,,278,,35,,261,,105,,892
226,葛飾区,葛飾区新小岩2丁目,202,,203,,239,,43,,192,,879
227,葛飾区,葛飾区新小岩3丁目,95,,296,,90,,62,,89,,632
228,葛飾区,葛飾区新小岩4丁目,243,,128,,282,,152,,19,,824
229,葛飾区,葛飾区新小岩,193,,0,,296,,245,,273,,1007
230,葛飾区,葛飾区水元1丁目,27,,122,,196,,130,,176,,651
231,葛飾区,葛飾区水元2丁目,85,,11,,79,,85,,298,,558
232,葛飾区,葛飾区水元3丁目,61,,67,,38,,66,,67,,299
233,葛飾区,葛飾区水元4丁目,288,,177,,186,,203,,170,,1024
234,葛飾区,葛飾区水元5丁目,31,,30,,204,,46,,48,,359
235,葛飾区,葛飾区水元,249,,103,,188,,169,,180,,889
236,葛飾区,葛飾区水元公園,108,,45,,265,,265,,205,,888
237,葛飾区,葛飾区西亀有1丁目,202,,193,,148,,166,,79,,788
238,葛飾区,葛飾区西亀有2丁目,277,,292,,87,,295,,13,,964
239,葛飾区,葛飾区西亀有3丁目,160,,160,,174,,191,,88,,773
240,葛飾区,葛飾区西亀有4丁目,10,,95,,257,,21,,90,,473
241,葛飾区,葛飾区西亀有,23,,41,,230,,259,,22,,575
242,葛飾区,葛飾区西新小岩1丁目,114,,90,,117,,109,,103,,533
243,葛飾区,葛飾区西新小岩2丁目,107,,243,,82,,246,,220,,898
244,葛飾区,葛飾区西新小岩3丁目,109,,154,,264,,265,,205,,997
245,葛飾区,葛飾区西新小岩4丁目,295,,234,,253,,89,,268,,1139
246,葛飾区,葛飾区西新小岩5丁目,143,,5,,300,,268,,100,,816
247,葛飾区,葛飾区西新小岩,181,,31,,97,,170,,65,,544
248,葛飾区,葛飾区西水元1丁目,123,,85,,265,,248,,217,,938
249,葛飾区,葛飾区西水元2丁目,69,,124,,8,,63,,238,,502
250,葛飾区,葛飾区西水元3丁目,206,,39,,206,,190,,131,,772
251,葛飾区,葛飾区西水元4丁目,51,,259,,222,,239,,160,,931
252,葛飾区,葛飾区西水元5丁目,79,,205,,233,,4,,251,,772
253,葛飾区,葛飾区西水元6丁目,261,,237,,241,,240,,182,,1161
254,葛飾区,葛飾区西水元,106,,118,,202,,174,,285,,885
255,葛飾区,葛飾区青戸1丁目,254,,271,,299,,87,,156,,1067
256,葛飾区,葛飾区青戸2丁目,293,,240,,114,,286,,185,,1118
257,葛飾区,葛飾区青戸3丁目,273,,189,,28,,181,,214,,885
258,葛飾区,葛飾区青戸4丁目,115,,162,,129,,5,,128,,539
259,葛飾区,葛飾区青戸5丁目,218,,154,,37,,210,,233,,852
260,葛飾区,葛飾区青戸6丁目,66,,95,,215,,202,,93,,671
261,葛飾区,葛飾区青戸7丁目,41,,141,,17,,145,,135,,479
262,葛飾区,葛飾区青戸8丁目,179,,40,,39,,23,,104,,385
263,葛飾区,葛飾区青戸,265,,235,,251,,229,,225,,1205
264,葛飾区,葛飾区東金町1丁目,209,,252,,241,,187,,111,,1000
265,葛飾区,葛飾区東金町2丁目,13,,299,,232,,94,,37,,675
266,葛飾区,葛飾区東金町3丁目,182,,147,,9,,248,,118,,704
267,葛飾区,葛飾区東金町4丁目,220,,285,,271,,234,,265,,1275
268,葛飾区,葛飾区東金町5丁目,92,,122,,293,,199,,189,,895
269,葛飾区,葛飾区東金町6丁目,143,,67,,141,,111,,41,,503
270,葛飾区,葛飾区東金町7丁目,285,,118,,226,,94,,54,,777
271,葛飾区,葛飾区東金町8丁目,212,,125,,51,,191,,117,,696
272,葛飾区,葛飾区東金町,289,,207,,26,,224,,285,,1031
273,葛飾区,葛飾区東四つ木1丁目,86,,81,,277,,179,,77,,700
274,葛飾区,葛飾区東四つ木2丁目,18,,131,,229,,206,,147,,731
275,葛飾区,葛飾区東四つ木3丁目,49,,296,,280,,24,,233,,882
276,葛飾区,葛飾区東四つ木4丁目,111,,186,,107,,126,,43,,573
277,葛飾区,葛飾区東四つ木,294,,11,,230,,192,,226,,953
278,葛飾区,葛飾区東新小岩1丁目,65,,158,,278,,1,,286,,788
279,葛飾区,葛飾区東新小岩2丁目,221,,209,,141,,67,,12,,650
280,葛飾区,葛飾区東新小岩3丁目,172,,247,,178,,9,,246,,852
281,葛飾区,葛飾区東新小岩4丁目,266,,182,,232,,256,,194,,1130
282,葛飾区,葛飾区東新小岩5丁目,298,,209,,222,,245,,66,,1040
283,葛飾区,葛飾区東新小岩6丁目,220,,235,,53,,240,,78,,826
284,葛飾区,葛飾区東新小岩7丁目,17,,3,,146,,193,,74,,433
285,葛飾区,葛飾区東新小岩8丁目,109,,261,,41,,87,,36,,534
286,葛飾区,葛飾区東新小岩,248,,267,,26,,132,,255,,928
287,葛飾区,葛飾区東水元1丁目,129,,289,,196,,19,,24,,657
288,葛飾区,葛飾区東水元2丁目,69,,227,,47,,292,,248,,883
289,葛飾区,葛飾区東水元3丁目,0,,116,,75,,289,,203,,683
290,葛飾区,葛飾区東水元4丁目,115,,87,,185,,2,,263,,652
291,葛飾区,葛飾区東水元5丁目,209,,181,,256,,218,,121,,985
292,葛飾区,葛飾区東水元6丁目,209,,95,,190,,120,,232,,846
293,葛飾区,葛飾区東水元,257,,65,,157,,185,,149,,813
294,葛飾区,葛飾区東堀切1丁目,247,,293,,191,,243,,256,,1230
295,葛飾区,葛飾区東堀切2丁目,162,,9,,159,,237,,161,,728
296,葛飾区,葛飾区東堀切3丁目,86,,34,,34,,269,,168,,591
297,葛飾区,葛飾区東堀切,117,,21,,65,,182,,36,,421
298,葛飾区,葛飾区東立石1丁目,276,,43,,87,,299,,103,,808
299,葛飾区,葛飾区東立石2丁目,9,,184,,261,,231,,254,,939
300,葛飾区,葛飾区東立石3丁目,298,,56,,254,,3,,105,,716
301,葛飾区,葛飾区東立石4丁目,224,,291,,170,,118,,126,,929
302,葛飾区,葛飾区東立石,270,,275,,14,,269,,100,,928
303,葛飾区,葛飾区南水元1丁目,13,,25,,109,,87,,15,,249
304,葛飾区,葛飾区南水元2丁目,297,,140,,36,,162,,47,,682
305,葛飾区,葛飾区南水元3丁目,227,,36,,214,,195,,179,,851
306,葛飾区,葛飾区南水元4丁目,72,,215,,27,,68,,199,,581
307,葛飾区,葛飾区南水元,91,,287,,261,,190,,3,,832
308,葛飾区,葛飾区白鳥1丁目,252,,17,,173,,59,,192,,693
309,葛飾区,葛飾区白鳥2丁目,44,,245,,156,,299,,259,,1003
310,葛飾区,葛飾区白鳥3丁目,49,,175,,263,,65,,225,,777
311,葛飾区,葛飾区白鳥4丁目,97,,246,,273,,154,,55,,825
312,葛飾区,葛飾区白鳥,125,,209,,37,,227,,168,,766
313,葛飾区,葛飾区宝町1丁目,72,,165,,186,,251,,78,,752
314,葛飾区,葛飾区宝町2丁目,155,,118,,101,,74,,4,,452
315,葛飾区,葛飾区宝町,236,,197,,54,,7,,175,,669
316,葛飾区,葛飾区堀切1丁目,182,,162,,26,,101,,210,,681
317,葛飾区,葛飾区堀切2丁目,131,,255,,166,,265,,25,,842
318,葛飾区,葛飾区堀切3丁目,231,,210,,166,,0,,42,,649
319,葛飾区,葛飾区堀切4丁目,60,,153,,155,,79,,141,,588
320,葛飾区,葛飾区堀切5丁目,255,,287,,262,,86,,181,,1071
321,葛飾区,葛飾区堀切6丁目,255,,222,,104,,147,,66,,794
322,葛飾区,葛飾区堀切7丁目,124,,88,,56,,42,,7,,317
323,葛飾区,葛飾区堀切8丁目,197,,10,,143,,19,,243,,612
324,葛飾区,葛飾区堀切,219,,156,,74,,242,,288,,979
325,葛飾区,葛飾区立石1丁目,114,,20,,89,,41,,239,,503
326,葛飾区,葛飾区立石2丁目,177,,228,,54,,169,,161,,789
327,葛飾区,葛飾区立石3丁目,243,,247,,18,,267,,269,,1044
328,葛飾区,葛飾区立石4丁目,87,,153,,212,,235,,157,,844
329,葛飾区,葛飾区立石5丁目,228,,138,,132,,267,,126,,891
330,葛飾区,葛飾区立石6丁目,275,,82,,48,,245,,168,,818
331,葛飾区,葛飾区立石7丁目,103,,212,,9,,218,,129,,671
332,葛飾区,葛飾区立石8丁目,150,,105,,174,,220,,143,,792
333,葛飾区,葛飾区立石,292,,296,,163,,4,,149,,904
334,江戸川区,江戸川区一之江1丁目,179,,201,,192,,283,,151,,1006
335,江戸川区,江戸川区一之江2丁目,147,,160,,242,,236,,243,,1028
336,江戸川区,江戸川区一之江3丁目,103,,287,,191,,122,,230,,933
337,江戸川区,江戸川区一之江4丁目,249,,99,,68,,153,,293,,862
338,江戸川区,江戸川区一之江5丁目,193,,81,,244,,5,,135,,658
339,江戸川区,江戸川区一之江6丁目,100,,115,,230,,136,,95,,676
340,江戸川区,江戸川区一之江7丁目,95,,244,,192,,210,,167,,908
341,江戸川区,江戸川区一之江8丁目,136,,156,,123,,197,,49,,661
342,江戸川区,江戸川区一之江,180,,113,,232,,270,,128,,923
343,江戸川区,江戸川区一之江町,40,,160,,155,,300,,113,,768
344,江戸川区,江戸川区宇喜田町,214,,188,,265,,244,,43,,954
345,江戸川区,江戸川区下篠崎町,224,,24,,258,,108,,86,,700
346,江戸川区,江戸川区興宮町,172,,95,,110,,113,,220,,710
347,江戸川区,江戸川区江戸川1丁目,292,,292,,162,,110,,40,,896
348,江戸川区,江戸川区江戸川2丁目,265,,223,,33,,39,,238,,798
349,江戸川区,江戸川区江戸川3丁目,19,,251,,140,,141,,188,,739
350,江戸川区,江戸川区江戸川4丁目,146,,275,,141,,180,,67,,809
351,江戸川区,江戸川区江戸川5丁目,204,,218,,107,,116,,23,,668
352,江戸川区,江戸川区江戸川6丁目,297,,76,,111,,69,,215,,768
353,江戸川区,江戸川区江戸川,189,,123,,135,,9,,105,,561
354,江戸川区,江戸川区鹿骨1丁目,103,,248,,98,,279,,117,,845
355,江戸川区,江戸川区鹿骨2丁目,41,,226,,119,,186,,176,,748
356,江戸川区,江戸川区鹿骨3丁目,299,,153,,42,,136,,53,,683
357,江戸川区,江戸川区鹿骨4丁目,141,,279,,168,,240,,77,,905
358,江戸川区,江戸川区鹿骨5丁目,53,,194,,266,,193,,192,,898
359,江戸川区,江戸川区鹿骨6丁目,213,,220,,131,,55,,271,,890
360,江戸川区,江戸川区鹿骨,153,,31,,278,,6,,297,,765
361,江戸川区,江戸川区鹿骨町,10,,88,,26,,79,,16,,219
362,江戸川区,江戸川区篠崎町1丁目,153,,298,,111,,237,,216,,1015
363,江戸川区,江戸川区篠崎町2丁目,245,,188,,194,,258,,18,,903
364,江戸川区,江戸川区篠崎町3丁目,8,,216,,256,,94,,265,,839
365,江戸川区,江戸川区篠崎町4丁目,279,,287,,98,,262,,271,,1197
366,江戸川区,江戸川区篠崎町5丁目,262,,179,,46,,53,,84,,624
367,江戸川区,江戸川区篠崎町6丁目,100,,149,,0,,262,,65,,576
368,江戸川区,江戸川区篠崎町7丁目,133,,49,,30,,274,,88,,574
369,江戸川区,江戸川区篠崎町8丁目,198,,288,,286,,18,,150,,940
370,江戸川区,江戸川区篠崎町,139,,124,,14,,16,,218,,511
371,江戸川区,江戸川区春江町1丁目,266,,207,,10,,259,,224,,966
372,江戸川区,江戸川区春江町2丁目,59,,248,,18,,96,,214,,635
373,江戸川区,江戸川区春江町3丁目,195,,221,,218,,66,,34,,734
374,江戸川区,江戸川区春江町4丁目,108,,54,,79,,95,,17,,353
